,Transaction_Amount,Account_Balance,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Is_Weekend,Transaction_Type_Bank_Transfer,Transaction_Type_Online,Transaction_Type_POS,Device_Type_Mobile,Device_Type_Tablet,Location_Mumbai,Location_New_York,Location_Sydney,Location_Tokyo,Merchant_Category_Electronics,Merchant_Category_Groceries,Merchant_Category_Restaurants,Merchant_Category_Travel,Card_Type_Discover,Card_Type_Mastercard,Card_Type_Visa,Authentication_Method_OTP,Authentication_Method_PIN,Authentication_Method_PW
32373,44.43,58915.17,0,0,14,291.05,0,180,2880.5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
11789,80.36,64418.24,0,0,13,125.63,3,126,3762.37,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
6717,17.3,38152.9,0,0,10,260.58,2,109,3320.65,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
11692,32.24,16834.38,0,0,13,239.49,2,131,4656.49,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25224,26.99,39125.78,0,0,9,449.7,4,179,661.79,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
27521,5.67,81933.43,0,0,4,286.84,4,159,1505.55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
3740,3.9,93855.05,0,0,3,113.14,0,20,3326.47,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3438,215.58,86719.28,0,0,6,120.9,2,37,272.32,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
10677,7.43,89096.21,0,0,2,115.61,1,16,1838.35,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
22249,178.07,83814.93,0,0,13,195.0,2,203,1589.75,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
13889,89.0,24156.31,0,0,11,493.69,1,55,3363.61,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
48596,243.54,62116.37,0,0,5,480.84,0,82,1166.79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17718,119.19,72964.58,0,0,3,170.29,3,192,3475.07,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2859,63.25,68897.08,0,0,5,338.87,0,165,1448.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39651,10.95,28909.09,0,0,11,23.48,2,155,1753.27,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
25835,18.01,17698.22,0,0,4,158.14,3,238,568.56,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
23350,71.74,7453.57,0,0,2,301.92,2,207,1153.83,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5080,74.24,71023.48,0,0,14,465.98,3,189,3984.2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
41630,3.13,42016.24,0,0,12,405.15,0,143,694.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
49541,1.23,25725.58,0,0,1,109.99,0,44,2855.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
2698,135.83,57789.58,0,0,11,20.88,1,109,4776.62,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
42911,34.75,58823.2,0,1,6,212.12,0,136,4184.38,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
37606,86.26,94210.21,0,0,13,422.91,4,119,624.64,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
30933,86.0,50254.53,0,0,8,236.71,0,198,2008.92,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
21030,53.78,60896.53,0,0,6,291.62,2,73,698.16,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
17857,812.35,62919.23,0,0,9,135.33,2,163,1284.56,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
35703,33.86,87976.33,0,0,9,455.55,1,112,4515.78,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13211,7.73,51111.92,0,0,2,64.86,4,65,4657.68,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33761,10.16,87975.1,0,0,4,258.25,0,193,546.98,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
19222,6.53,13540.49,0,0,5,420.93,4,235,1780.4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
31405,146.24,40610.66,0,0,4,384.7,2,219,2337.27,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
41060,53.83,52817.45,0,0,1,82.26,2,13,1880.11,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
36053,47.36,41248.43,0,1,10,146.35,2,220,969.94,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
39190,19.19,77307.85,0,0,12,76.37,4,237,2692.23,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
44839,57.17,17318.07,0,1,5,87.02,0,172,1845.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2664,51.79,1574.69,0,0,10,22.06,3,132,1076.26,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
26087,37.32,20266.02,0,0,4,338.92,0,109,883.44,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
38974,1.29,38149.06,0,0,13,372.87,1,221,803.8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
16544,94.02,89705.4,0,0,9,351.01,1,117,2213.72,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
14491,116.93,79408.4,0,0,12,125.29,4,115,4491.11,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
22982,13.84,46366.27,0,0,7,114.56,3,77,1560.5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
20909,243.64,91707.72,0,0,14,133.37,3,72,1146.74,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19249,86.98,64548.16,0,1,9,240.12,2,194,3662.52,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
10424,27.76,87955.6,0,0,4,193.77,0,121,1629.95,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9879,46.95,7866.45,0,0,9,331.77,3,73,4619.82,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1584,22.86,78947.41,0,0,9,142.51,0,7,3643.08,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
15394,564.32,24231.58,0,0,5,399.95,0,233,194.08,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2548,3.73,55513.18,0,0,7,166.13,2,90,1869.14,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
44276,106.71,99080.62,0,0,8,133.2,2,57,4680.55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
46269,7.76,49099.32,0,0,9,241.31,2,173,4213.08,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
46807,158.52,50587.54,0,0,5,14.26,4,26,3104.02,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
42747,114.77,86025.81,0,0,11,459.58,3,10,3178.8,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
48035,13.36,30148.91,0,0,6,54.49,0,88,1529.79,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
24313,96.66,74421.91,0,0,7,390.71,1,29,2552.75,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
12155,146.72,7359.38,0,1,1,395.79,1,147,3253.36,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
29151,118.5,49647.04,0,0,5,457.13,0,29,3827.44,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
45722,34.36,34526.67,0,0,7,208.45,4,8,4277.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13459,352.45,57576.06,0,0,9,14.66,2,119,2071.28,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
36078,50.83,66605.96,0,0,9,372.58,4,136,1491.49,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11393,68.55,80977.33,0,0,11,298.48,1,67,4440.25,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
17108,69.99,40701.62,1,0,9,32.02,2,118,3422.57,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23332,201.78,79586.15,0,0,7,79.75,3,136,4114.74,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
797,52.4,14057.73,0,0,10,79.02,3,166,3184.9,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
39830,56.64,13624.06,0,0,13,38.66,1,231,290.1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
27985,0.27,77197.37,0,0,9,101.55,1,52,3833.65,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
32735,57.2,11202.41,0,0,1,421.9,3,90,1569.99,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
17212,141.42,78110.91,0,0,12,55.98,4,50,701.42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
29382,37.56,88556.26,0,0,9,313.34,4,108,4197.58,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
15911,121.68,99418.22,0,1,11,243.25,1,232,4785.46,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
42967,20.74,50322.42,1,0,7,216.35,4,124,3799.97,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
19039,38.23,23257.48,0,1,4,405.89,4,11,2666.23,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
46194,63.06,91111.27,0,0,12,488.19,0,68,3166.67,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5871,6.51,57855.62,0,0,14,452.17,4,154,3072.27,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2820,48.43,32136.36,0,0,13,12.95,2,145,4913.94,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
9943,7.78,23907.29,0,1,7,438.21,0,31,3964.25,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2860,253.43,35953.09,0,0,2,135.76,0,80,2664.62,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2367,59.82,7191.58,0,0,12,70.38,1,164,4398.05,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
25247,21.52,57945.58,0,0,14,279.94,2,160,895.01,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
34559,13.3,46586.94,0,0,13,317.51,4,87,397.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
21552,304.75,65031.56,0,0,11,379.25,2,1,4234.9,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
31116,8.64,97500.55,1,0,13,366.37,3,219,4115.81,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
21947,57.77,68078.25,0,1,6,429.76,4,206,3709.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12898,13.66,49565.43,0,0,14,410.01,0,196,2115.14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13787,29.57,52044.53,0,0,8,245.88,2,188,3060.42,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
49517,127.26,24871.48,1,0,9,283.98,1,182,4915.07,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15509,89.51,41428.6,0,0,3,322.47,1,105,1055.82,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
46150,22.94,8358.05,1,0,7,200.28,0,55,4260.12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
7929,21.22,36168.68,0,0,11,184.25,3,30,317.78,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12970,7.71,35701.11,1,0,12,446.82,4,31,3707.32,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
5186,3.35,46629.15,0,1,3,442.59,2,86,1545.4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
26538,19.65,63945.83,0,0,4,359.67,3,203,2287.28,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
17116,70.98,98833.72,0,0,4,271.83,3,159,1348.17,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
33727,70.36,64871.54,0,0,10,371.46,1,6,838.27,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
46987,13.54,57143.76,0,0,7,470.02,0,110,970.25,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1929,101.99,34548.56,0,0,3,193.17,1,174,4136.87,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
3022,213.2,98341.4,0,0,13,27.78,1,96,2379.23,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2755,114.54,8431.01,0,0,9,102.94,3,14,3823.47,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16034,9.4,23469.26,0,0,10,352.35,0,9,2864.38,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
13858,2.82,63623.55,0,0,13,167.23,2,94,2130.01,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
45366,94.06,51776.38,0,0,1,144.91,0,237,3697.3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
39052,282.78,4286.26,0,0,3,359.39,0,235,2815.78,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
35164,98.49,35973.91,0,1,8,221.86,2,13,2856.67,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
23100,149.94,9415.2,0,0,6,211.14,1,46,2570.02,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
115,99.32,29329.35,0,0,10,34.74,4,167,3368.55,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46449,273.64,56839.24,0,0,9,380.57,4,187,3075.82,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
48649,230.77,91576.85,0,0,1,412.29,1,49,2156.06,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
11161,58.96,75793.11,0,0,6,377.21,4,205,3469.29,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4891,289.27,97159.94,0,0,8,275.42,4,220,2405.37,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5753,60.16,2837.5,0,1,14,160.55,3,34,2777.05,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
48255,136.85,45350.91,0,0,6,378.59,0,231,2534.81,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9083,25.74,34162.27,0,0,9,370.79,4,61,2016.85,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
16258,49.75,20002.14,0,0,6,471.7,1,117,4092.52,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
12293,296.25,19067.19,0,0,1,463.06,3,82,1312.31,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
9881,116.78,82602.49,0,0,10,178.63,1,51,3408.75,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24060,90.15,4847.81,0,0,12,390.45,3,81,4052.15,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
31913,317.42,23642.92,1,0,9,137.51,3,228,2093.97,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
27171,3.54,56205.89,0,0,4,379.5,0,125,2812.44,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
49732,6.98,1961.08,1,0,14,208.52,2,175,988.7,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
34067,56.22,24158.88,0,0,9,66.82,2,73,4155.59,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
23212,237.3,7333.95,0,0,13,166.43,1,112,1179.34,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
1104,135.83,56961.82,0,0,5,240.8,4,229,3529.51,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
37594,2.55,14142.32,1,0,5,55.06,2,118,172.2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
34075,86.12,34919.68,0,0,12,62.04,2,68,2994.74,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
19533,32.91,23865.55,0,0,13,416.58,0,170,1987.91,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
40127,24.02,70585.38,0,0,2,31.39,0,42,1293.87,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
13777,40.44,52168.22,0,0,14,307.01,2,99,3647.06,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
11880,0.99,64173.19,0,0,14,239.4,2,111,753.2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
26631,57.49,64414.72,0,0,9,409.71,0,218,815.37,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
42466,98.13,35975.7,0,0,12,150.16,4,224,1403.42,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
24830,10.68,89986.1,1,0,11,326.35,3,173,821.9,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
6906,49.81,25628.73,0,0,6,179.08,3,227,833.76,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
39495,4.27,68712.61,0,0,7,25.82,1,13,4340.57,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47980,7.07,40831.4,0,0,4,359.85,4,39,4291.83,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
41528,48.1,82208.02,0,0,14,372.06,1,120,4679.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
44948,78.13,50781.32,0,0,14,250.72,0,106,2385.04,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
42169,142.01,73459.21,0,0,10,207.14,0,202,300.31,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37966,63.47,6228.07,0,0,7,107.89,2,166,1423.51,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
26554,34.15,48093.35,0,0,3,278.8,3,46,2996.08,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
17180,5.85,34561.81,0,0,7,391.94,3,233,929.93,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
15240,35.62,53549.91,0,0,7,248.89,1,74,4994.75,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
35014,75.37,62567.58,0,0,14,364.74,0,76,92.88,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
13795,37.13,34122.96,0,1,1,489.17,3,102,214.89,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
39914,97.4,13520.58,0,0,7,171.94,4,45,371.36,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
31523,4.08,16629.73,0,0,5,172.98,4,40,421.45,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
36046,6.54,28292.0,0,0,12,159.02,0,66,674.76,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
22268,167.13,86075.41,0,0,1,217.92,4,49,1255.65,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
28378,26.25,5088.02,0,0,5,414.91,3,69,1047.53,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
2566,261.25,96139.55,0,1,5,235.26,0,112,1265.65,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
15310,10.23,10216.66,0,0,8,95.07,2,128,132.84,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
571,247.9,61996.1,0,0,5,185.73,2,16,1036.48,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
16333,145.14,84141.99,0,0,9,350.66,3,154,132.84,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
43633,9.39,22262.61,0,0,4,472.05,3,22,2286.55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39623,48.74,83806.17,0,0,9,417.46,1,209,883.25,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
32240,242.54,57651.09,1,0,5,166.48,3,58,1632.91,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
38015,64.66,61697.7,0,0,2,36.17,1,48,3759.79,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
36100,42.56,15770.87,0,0,9,73.95,1,40,1922.76,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
25152,73.72,24237.2,0,0,6,359.96,3,116,2303.97,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
34823,21.67,43376.21,0,0,14,328.61,3,17,4667.38,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
13346,97.99,14182.13,0,0,12,421.15,4,6,4282.77,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
26404,150.92,30644.73,0,0,3,81.68,4,63,83.71,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
306,38.35,60132.43,0,1,7,90.55,2,177,1235.88,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
45017,29.22,68132.09,0,0,6,183.45,4,109,3085.79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
27735,123.98,24416.69,0,0,13,165.08,0,204,3730.62,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9329,28.35,39072.33,0,0,3,484.12,0,92,1104.4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
32389,407.86,44293.02,0,0,11,280.33,1,78,1305.34,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
44456,18.3,11721.22,0,0,2,311.65,2,145,3117.98,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
19323,16.29,62265.6,0,0,1,72.58,0,9,3496.26,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
26802,23.41,15468.39,0,0,12,39.39,0,216,1315.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
10437,85.01,99571.94,0,0,2,170.02,0,176,3009.94,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
18738,46.94,34142.1,0,0,2,281.6,0,66,2377.38,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13501,18.02,75641.61,0,0,3,46.0,1,1,3747.01,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
29432,12.44,94990.46,0,0,9,110.85,1,115,704.13,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
13394,39.79,72645.45,0,0,11,169.61,1,47,3748.91,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
28509,186.16,69299.38,0,0,5,60.66,3,12,542.32,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
9856,71.36,31949.91,0,0,9,231.98,2,239,3559.95,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
35123,37.18,42514.12,0,0,13,48.15,0,116,2552.97,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
4566,18.38,68045.44,0,0,2,129.22,4,33,2670.94,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7919,80.49,79153.37,0,0,14,82.26,2,151,699.14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
17681,168.76,62338.46,0,1,5,47.36,0,5,2715.97,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
49030,142.84,28793.95,0,0,12,486.06,0,82,926.72,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
33189,20.66,42707.69,0,0,12,135.44,3,162,378.42,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
12878,208.37,71586.97,0,0,1,16.09,0,231,3334.52,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2292,82.85,32869.15,0,0,5,355.4,0,99,1050.26,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
41358,29.96,96718.24,0,0,7,76.22,1,45,844.68,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
12679,43.39,15394.96,0,0,13,47.3,0,79,896.39,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
30569,239.1,72476.64,0,0,12,424.15,2,220,2710.98,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8774,200.12,43514.52,0,0,6,382.32,1,132,3992.76,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
49558,77.95,79122.83,0,0,6,227.76,1,63,4289.97,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
31854,108.43,40495.83,0,0,13,424.21,3,147,2239.72,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
36973,235.16,69040.64,0,0,7,406.33,2,185,4901.26,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
32541,37.66,93316.95,0,0,9,474.32,4,24,661.11,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
38046,20.12,8960.51,0,0,5,147.39,2,30,97.05,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
32728,64.27,21387.13,0,0,11,186.88,2,8,3306.05,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
